edHello.agents.Patient@99fa758 | total wait time: 35 | dealt at time point: 35.0
simcore.agents.Patient@3b4a0584 | total wait time: 3 | dealt at time point: 5092.0
simcore.agents.Patient@790aa91 | total wait time: 3 | dealt at time point: 5107.0
simcore.agents.Patient@395c5834 | total wait time: 4 | dealt at time point: 5124.0
simcore.agents.Patient@5a91cba1 | total wait time: 3 | dealt at time point: 5140.0
simcore.agents.Patient@2a823a36 | total wait time: 3 | dealt at time point: 5156.0
simcore.agents.Patient@3ac342f5 | total wait time: 5 | dealt at time point: 5173.0
simcore.agents.Patient@5550039d | total wait time: 2 | dealt at time point: 5187.0
simcore.agents.Patient@3a307c3a | total wait time: 4 | dealt at time point: 5204.0
simcore.agents.Patient@24803395 | total wait time: 3 | dealt at time point: 5219.0
simcore.agents.Patient@30c65b90 | total wait time: 3 | dealt at time point: 5236.0
simcore.agents.Patient@69d923d0 | total wait time: 4 | dealt at time point: 5252.0
simcore.agents.Patient@fb39e8 | total wait time: 3 | dealt at time point: 5268.0
simcore.agents.Patient@5dc2264c | total wait time: 3 | dealt at time point: 5284.0
simcore.agents.Patient@3d3392d3 | total wait time: 3 | dealt at time point: 5300.0
simcore.agents.Patient@14ae2e04 | total wait time: 3 | dealt at time point: 5315.0
simcore.agents.Patient@33588e6e | total wait time: 3 | dealt at time point: 5332.0
simcore.agents.Patient@716402d4 | total wait time: 4 | dealt at time point: 5348.0
simcore.agents.Patient@58019a9 | total wait time: 3 | dealt at time point: 5364.0
simcore.agents.Patient@669f63e8 | total wait time: 3 | dealt at time point: 5379.0
simcore.agents.Patient@3bd4c95f | total wait time: 3 | dealt at time point: 5396.0
simcore.agents.Patient@3d36b6d4 | total wait time: 3 | dealt at time point: 5412.0
simcore.agents.Patient@4d4eb0b6 | total wait time: 3 | dealt at time point: 5428.0
simcore.agents.Patient@7717c758 | total wait time: 3 | dealt at time point: 5444.0
simcore.agents.Patient@c751798 | total wait time: 3 | dealt at time point: 5460.0
simcore.agents.Patient@5a0131ec | total wait time: 3 | dealt at time point: 5475.0
simcore.agents.Patient@69c4e69c | total wait time: 4 | dealt at time point: 5493.0
simcore.agents.Patient@3de0244e | total wait time: 3 | dealt at time point: 5508.0
simcore.agents.Patient@565a5858 | total wait time: 5 | dealt at time point: 5525.0
simcore.agents.Patient@115a9be9 | total wait time: 5 | dealt at time point: 5541.0
simcore.agents.Patient@266ee76 | total wait time: 4 | dealt at time point: 5557.0
simcore.agents.Patient@1988d84a | total wait time: 4 | dealt at time point: 5573.0
simcore.agents.Patient@446cb849 | total wait time: 4 | dealt at time point: 5588.0
simcore.agents.Patient@4d9ea2a2 | total wait time: 4 | dealt at time point: 5605.0
simcore.agents.Patient@6670e3d2 | total wait time: 3 | dealt at time point: 5619.0
simcore.agents.Patient@f63bc3b | total wait time: 4 | dealt at time point: 5636.0
simcore.agents.Patient@7ffe04c | total wait time: 2 | dealt at time point: 5651.0
simcore.agents.Patient@5925b4d | total wait time: 3 | dealt at time point: 5668.0
simcore.agents.Patient@1092f636 | total wait time: 4 | dealt at time point: 5684.0
simcore.agents.Patient@274131dc | total wait time: 4 | dealt at time point: 5700.0
simcore.agents.Patient@33549888 | total wait time: 3 | dealt at time point: 5715.0
simcore.agents.Patient@551fc2ed | total wait time: 4 | dealt at time point: 5733.0
simcore.agents.Patient@24f9e4bc | total wait time: 3 | dealt at time point: 5747.0
simcore.agents.Patient@6fd18039 | total wait time: 3 | dealt at time point: 5763.0
simcore.agents.Patient@3b9441d9 | total wait time: 4 | dealt at time point: 5780.0
simcore.agents.Patient@1366376b | total wait time: 3 | dealt at time point: 5796.0
simcore.agents.Patient@79d04a37 | total wait time: 3 | dealt at time point: 5812.0
simcore.agents.Patient@2c25e14c | total wait time: 3 | dealt at time point: 5828.0
simcore.agents.Patient@419f53cc | total wait time: 3 | dealt at time point: 5844.0
simcore.agents.Patient@1f5a4dcd | total wait time: 4 | dealt at time point: 5861.0
simcore.agents.Patient@131c2e86 | total wait time: 4 | dealt at time point: 5877.0
simcore.agents.Patient@6ca64b38 | total wait time: 3 | dealt at time point: 5892.0
simcore.agents.Patient@54abbc17 | total wait time: 4 | dealt at time point: 5908.0
simcore.agents.Patient@5357c9aa | total wait time: 3 | dealt at time point: 5924.0
simcore.agents.Patient@20f6dba4 | total wait time: 3 | dealt at time point: 5940.0
simcore.agents.Patient@8e07774 | total wait time: 4 | dealt at time point: 5956.0
simcore.agents.Patient@1b0046f8 | total wait time: 4 | dealt at time point: 5973.0
simcore.agents.Patient@32c9a5aa | total wait time: 3 | dealt at time point: 5988.0
simcore.agents.Patient@33a6ecdf | total wait time: 3 | dealt at time point: 6003.0
simcore.agents.Patient@3bdc770b | total wait time: 3 | dealt at time point: 6020.0
simcore.agents.Patient@b2dd89e | total wait time: 2 | dealt at time point: 6035.0
simcore.agents.Patient@375c7382 | total wait time: 4 | dealt at time point: 6053.0
simcore.agents.Patient@a4bd99c | total wait time: 2 | dealt at time point: 6067.0
simcore.agents.Patient@7bded067 | total wait time: 3 | dealt at time point: 6083.0
simcore.agents.Patient@6917f564 | total wait time: 3 | dealt at time point: 6100.0
simcore.agents.Patient@7b208fd9 | total wait time: 4 | dealt at time point: 6117.0
simcore.agents.Patient@5528404e | total wait time: 3 | dealt at time point: 6131.0
simcore.agents.Patient@57ea0814 | total wait time: 4 | dealt at time point: 6148.0
simcore.agents.Patient@6b126e09 | total wait time: 3 | dealt at time point: 6164.0
simcore.agents.Patient@521e2e21 | total wait time: 2 | dealt at time point: 6179.0
simcore.agents.Patient@4d847864 | total wait time: 4 | dealt at time point: 6196.0
simcore.agents.Patient@1dba289b | total wait time: 4 | dealt at time point: 6212.0
simcore.agents.Patient@2e88d9f4 | total wait time: 4 | dealt at time point: 6229.0
simcore.agents.Patient@15d214de | total wait time: 4 | dealt at time point: 6245.0
simcore.agents.Patient@100ec332 | total wait time: 4 | dealt at time point: 6260.0
simcore.agents.Patient@7c0648b | total wait time: 2 | dealt at time point: 6275.0
simcore.agents.Patient@4a83cb0e | total wait time: 4 | dealt at time point: 6293.0
simcore.agents.Patient@54bd7b7b | total wait time: 4 | dealt at time point: 6309.0
simcore.agents.Patient@1c76a308 | total wait time: 3 | dealt at time point: 6324.0
simcore.agents.Patient@4272cc21 | total wait time: 4 | dealt at time point: 6340.0
simcore.agents.Patient@1dfb8cc8 | total wait time: 4 | dealt at time point: 6356.0
simcore.agents.Patient@1fb8acc8 | total wait time: 4 | dealt at time point: 6372.0
simcore.agents.Patient@7cdd5efe | total wait time: 3 | dealt at time point: 6388.0
simcore.agents.Patient@79924819 | total wait time: 4 | dealt at time point: 6404.0
simcore.agents.Patient@1b74d2cb | total wait time: 3 | dealt at time point: 6420.0
simcore.agents.Patient@5e70d74b | total wait time: 3 | dealt at time point: 6435.0
simcore.agents.Patient@184b78f3 | total wait time: 4 | dealt at time point: 6453.0
simcore.agents.Patient@31a1f079 | total wait time: 3 | dealt at time point: 6467.0
simcore.agents.Patient@317544c2 | total wait time: 5 | dealt at time point: 6485.0
simcore.agents.Patient@40f684a6 | total wait time: 4 | dealt at time point: 6500.0
simcore.agents.Patient@44805a2b | total wait time: 3 | dealt at time point: 6516.0
simcore.agents.Patient@16df30b | total wait time: 3 | dealt at time point: 6531.0
simcore.agents.Patient@26695259 | total wait time: 5 | dealt at time point: 6549.0
simcore.agents.Patient@431bb1f9 | total wait time: 4 | dealt at time point: 6564.0
simcore.agents.Patient@5d6a2e69 | total wait time: 4 | dealt at time point: 6580.0
simcore.agents.Patient@7759f327 | total wait time: 3 | dealt at time point: 6595.0
simcore.agents.Patient@5f32f244 | total wait time: 5 | dealt at time point: 6613.0
simcore.agents.Patient@5d223774 | total wait time: 3 | dealt at time point: 6627.0
simcore.agents.Patient@762c7eb5 | total wait time: 4 | dealt at time point: 6645.0
simcore.agents.Patient@6c208525 | total wait time: 4 | dealt at time point: 6660.0
simcore.agents.Patient@6c4d8e77 | total wait time: 4 | dealt at time point: 6677.0
simcore.agents.Patient@47dfa41e | total wait time: 3 | dealt at time point: 6692.0
simcore.agents.Patient@54cf9ae9 | total wait time: 4 | dealt at time point: 6709.0
simcore.agents.Patient@41d3a10b | total wait time: 3 | dealt at time point: 6723.0
simcore.agents.Patient@1651c0d9 | total wait time: 4 | dealt at time point: 6740.0
simcore.agents.Patient@4aa5e91b | total wait time: 2 | dealt at time point: 6755.0
simcore.agents.Patient@65d527e6 | total wait time: 3 | dealt at time point: 6771.0
simcore.agents.Patient@1788bcc1 | total wait time: 5 | dealt at time point: 6789.0
simcore.agents.Patient@1d5f32a8 | total wait time: 3 | dealt at time point: 6803.0
simcore.agents.Patient@2042db62 | total wait time: 4 | dealt at time point: 6820.0
simcore.agents.Patient@2c98b674 | total wait time: 4 | dealt at time point: 6836.0
simcore.agents.Patient@17bf184d | total wait time: 3 | dealt at time point: 6851.0
simcore.agents.Patient@4c3532c0 | total wait time: 3 | dealt at time point: 6868.0
simcore.agents.Patient@6af3a333 | total wait time: 3 | dealt at time point: 6884.0
simcore.agents.Patient@470b5211 | total wait time: 3 | dealt at time point: 6900.0
simcore.agents.Patient@64eff8ad | total wait time: 4 | dealt at time point: 6916.0
simcore.agents.Patient@61e979b5 | total wait time: 4 | dealt at time point: 6932.0
simcore.agents.Patient@7838094b | total wait time: 3 | dealt at time point: 6947.0
simcore.agents.Patient@70691185 | total wait time: 2 | dealt at time point: 6963.0
simcore.agents.Patient@2b27e03e | total wait time: 3 | dealt at time point: 6980.0
simcore.agents.Patient@4088c0e5 | total wait time: 4 | dealt at time point: 6996.0
simcore.agents.Patient@111766db | total wait time: 4 | dealt at time point: 7013.0
simcore.agents.Patient@40526b28 | total wait time: 3 | dealt at time point: 7028.0
simcore.agents.Patient@5d380f46 | total wait time: 5 | dealt at time point: 7045.0
simcore.agents.Patient@66d71a82 | total wait time: 3 | dealt at time point: 7060.0
simcore.agents.Patient@128f962 | total wait time: 2 | dealt at time point: 7075.0
simcore.agents.Patient@5b3ce3ef | total wait time: 3 | dealt at time point: 7091.0
simcore.agents.Patient@46770559 | total wait time: 4 | dealt at time point: 7108.0
simcore.agents.Patient@d0e70e0 | total wait time: 2 | dealt at time point: 7123.0
simcore.agents.Patient@7342f660 | total wait time: 3 | dealt at time point: 7140.0
simcore.agents.Patient@42aa883c | total wait time: 2 | dealt at time point: 7155.0
simcore.agents.Patient@2181ae53 | total wait time: 4 | dealt at time point: 7173.0
simcore.agents.Patient@7d168328 | total wait time: 3 | dealt at time point: 7187.0
simcore.agents.Patient@49ed644f | total wait time: 4 | dealt at time point: 7204.0
simcore.agents.Patient@5cb8140d | total wait time: 4 | dealt at time point: 7220.0
simcore.agents.Patient@c642aa9 | total wait time: 4 | dealt at time point: 7237.0
simcore.agents.Patient@718a8b36 | total wait time: 4 | dealt at time point: 7252.0
simcore.agents.Patient@10efaedd | total wait time: 3 | dealt at time point: 7267.0
simcore.agents.Patient@71e3f7ea | total wait time: 3 | dealt at time point: 7284.0
simcore.agents.Patient@57af0041 | total wait time: 4 | dealt at time point: 7301.0
simcore.agents.Patient@79ece1e4 | total wait time: 4 | dealt at time point: 7317.0
simcore.agents.Patient@401304b5 | total wait time: 3 | dealt at time point: 7331.0
simcore.agents.Patient@22174b44 | total wait time: 3 | dealt at time point: 7347.0
simcore.agents.Patient@609b1b47 | total wait time: 4 | dealt at time point: 7364.0
simcore.agents.Patient@76197d72 | total wait time: 2 | dealt at time point: 7379.0
simcore.agents.Patient@55df43f | total wait time: 4 | dealt at time point: 7396.0
simcore.agents.Patient@3ad1356b | total wait time: 4 | dealt at time point: 7412.0
simcore.agents.Patient@405a478d | total wait time: 4 | dealt at time point: 7429.0
simcore.agents.Patient@7ecc19c | total wait time: 4 | dealt at time point: 7444.0
simcore.agents.Patient@549c1ebb | total wait time: 3 | dealt at time point: 7459.0
simcore.agents.Patient@4b8899bb | total wait time: 4 | dealt at time point: 7476.0
simcore.agents.Patient@45d67016 | total wait time: 3 | dealt at time point: 7492.0
simcore.agents.Patient@45cac771 | total wait time: 4 | dealt at time point: 7509.0
simcore.agents.Patient@4520dd8b | total wait time: 5 | dealt at time point: 7525.0
simcore.agents.Patient@5b29caa0 | total wait time: 4 | dealt at time point: 7540.0
simcore.agents.Patient@62be7b0a | total wait time: 3 | dealt at time point: 7555.0
simcore.agents.Patient@512497db | total wait time: 2 | dealt at time point: 7571.0
simcore.agents.Patient@74aaead2 | total wait time: 5 | dealt at time point: 7589.0
simcore.agents.Patient@4e740be0 | total wait time: 4 | dealt at time point: 7605.0
simcore.agents.Patient@443d4f2b | total wait time: 3 | dealt at time point: 7620.0
simcore.agents.Patient@795fec8d | total wait time: 5 | dealt at time point: 7637.0
simcore.agents.Patient@328a2c99 | total wait time: 4 | dealt at time point: 7653.0
simcore.agents.Patient@31d13474 | total wait time: 4 | dealt at time point: 7669.0
simcore.agents.Patient@4a54fe74 | total wait time: 4 | dealt at time point: 7684.0
simcore.agents.Patient@3b095232 | total wait time: 3 | dealt at time point: 7700.0
simcore.agents.Patient@4c08f6fe | total wait time: 4 | dealt at time point: 7716.0
simcore.agents.Patient@cfa73f5 | total wait time: 2 | dealt at time point: 7731.0
simcore.agents.Patient@599fd84a | total wait time: 4 | dealt at time point: 7749.0
simcore.agents.Patient@178365ef | total wait time: 4 | dealt at time point: 7764.0
simcore.agents.Patient@258ca6d7 | total wait time: 3 | dealt at time point: 7780.0
simcore.agents.Patient@2008657c | total wait time: 4 | dealt at time point: 7796.0
simcore.agents.Patient@56dd2534 | total wait time: 4 | dealt at time point: 7812.0
simcore.agents.Patient@6c1e7d19 | total wait time: 3 | dealt at time point: 7827.0
simcore.agents.Patient@4bbe7c82 | total wait time: 5 | dealt at time point: 7845.0
simcore.agents.Patient@983f245 | total wait time: 4 | dealt at time point: 7860.0
simcore.agents.Patient@a211fcd | total wait time: 4 | dealt at time point: 7876.0
simcore.agents.Patient@3e60621a | total wait time: 4 | dealt at time point: 7893.0
simcore.agents.Patient@7212b6c1 | total wait time: 3 | dealt at time point: 7908.0
simcore.agents.Patient@73845068 | total wait time: 3 | dealt at time point: 7924.0
simcore.agents.Patient@77ea4f2b | total wait time: 4 | dealt at time point: 7940.0
simcore.agents.Patient@53347732 | total wait time: 5 | dealt at time point: 7957.0
simcore.agents.Patient@1c8222ee | total wait time: 4 | dealt at time point: 7972.0
simcore.agents.Patient@7df2a2be | total wait time: 4 | dealt at time point: 7988.0
simcore.agents.Patient@56d8e149 | total wait time: 3 | dealt at time point: 8004.0
simcore.agents.Patient@201cdade | total wait time: 3 | dealt at time point: 8020.0
simcore.agents.Patient@6632cf49 | total wait time: 4 | dealt at time point: 8037.0
simcore.agents.Patient@658b287 | total wait time: 4 | dealt at time point: 8053.0
simcore.agents.Patient@4517eeea | total wait time: 5 | dealt at time point: 8069.0
simcore.agents.Patient@5944bb6f | total wait time: 3 | dealt at time point: 8084.0
simcore.agents.Patient@6c8366b7 | total wait time: 4 | dealt at time point: 8100.0
simcore.agents.Patient@2dea2abf | total wait time: 2 | dealt at time point: 8115.0
simcore.agents.Patient@208a7ff8 | total wait time: 5 | dealt at time point: 8133.0
